catalognumber,Morph,subject_Filename,institutioncode,eventdate,year,month,day,stateprovince,county,locality,decimallatitude,decimallongitude,Site,Clade,genus,specificepithet,Filename,SVL_mm,season,MAT,MAP
381120,S,USNM_10_02_19_morph_R0010270_05.jpg,USNM,5/11/60,1960,5,11,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010271,41.433,spring,10.5,1180
381121,S,USNM_10_02_19_morph_R0010268_05.jpg,USNM,5/11/60,1960,5,11,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010269,NA,spring,10.5,1180
381122,S,USNM_10_02_19_morph_R0010268_06.jpg,USNM,5/11/60,1960,5,11,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010269,40.97,spring,10.5,1180
381123,S,USNM_10_02_19_morph_R0010264_03.jpg,USNM,5/11/60,1960,5,11,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010265,40.762,spring,10.5,1180
382032,S,USNM_10_02_19_morph_R0010284_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,40.207,winter,10.9,922
382033,S,USNM_10_02_19_morph_R0010282_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,29.097,winter,10.9,922
382034,S,USNM_10_02_19_morph_R0010288_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,28.763,winter,10.9,922
382035,S,USNM_10_02_19_morph_R0010288_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,38.896,winter,10.9,922
382036,S,USNM_10_02_19_morph_R0010301_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,40.854,winter,10.9,922
382037,U,USNM_10_02_19_morph_R0010284_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,33.744,winter,10.9,922
382038,U,USNM_10_02_19_morph_R0010282_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,NA,winter,10.9,922
382039,S,USNM_10_02_19_morph_R0010280_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,39.716,winter,10.9,922
382040,S,USNM_10_02_19_morph_R0010305_10.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,30.666,winter,10.9,922
382041,U,USNM_10_02_19_morph_R0010280_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,38.639,winter,10.9,922
382042,S,USNM_10_02_19_morph_R0010305_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,31.48,winter,10.9,922
382043,S,USNM_10_02_19_morph_R0010293_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,39.102,winter,10.9,922
382044,S,USNM_10_02_19_morph_R0010286_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,29.839,winter,10.9,922
382045,S,USNM_10_02_19_morph_R0010303_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,36.409,winter,10.9,922
382046,U,USNM_10_02_19_morph_R0010288_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,32.616,winter,10.9,922
382047,S,USNM_10_02_19_morph_R0010288_11.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,40.543,winter,10.9,922
382048,S,USNM_10_02_19_morph_R0010288_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,39.999,winter,10.9,922
382049,S,USNM_10_02_19_morph_R0010297_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,32.751,winter,10.9,922
382050,S,USNM_10_02_19_morph_R0010305_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,37.83,winter,10.9,922
382051,S,USNM_10_02_19_morph_R0010290_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,42.64,winter,10.9,922
382052,S,USNM_10_02_19_morph_R0010301_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,35.314,winter,10.9,922
382053,S,USNM_10_02_19_morph_R0010301_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,38.987,winter,10.9,922
382054,S,USNM_10_02_19_morph_R0010305_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,37.183,winter,10.9,922
382055,S,USNM_10_02_19_morph_R0010305_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,40.863,winter,10.9,922
382056,U,USNM_10_02_19_morph_R0010280_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,39.727,winter,10.9,922
382057,S,USNM_10_02_19_morph_R0010280_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,36.987,winter,10.9,922
382058,S,USNM_10_02_19_morph_R0010303_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,35.523,winter,10.9,922
382059,S,USNM_10_02_19_morph_R0010290_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,39.471,winter,10.9,922
382060,U,USNM_10_02_19_morph_R0010299_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010300,41.133,winter,10.9,922
382061,S,USNM_10_02_19_morph_R0010297_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,40.267,winter,10.9,922
382062,U,USNM_10_02_19_morph_R0010301_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,39.896,winter,10.9,922
382063,S,USNM_10_02_19_morph_R0010303_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,36.266,winter,10.9,922
382064,S,USNM_10_02_19_morph_R0010299_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010300,39.445,winter,10.9,922
382065,S,USNM_10_02_19_morph_R0010286_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,39.584,winter,10.9,922
382066,S,USNM_10_02_19_morph_R0010288_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,39.111,winter,10.9,922
382067,U,USNM_10_02_19_morph_R0010293_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,44.022,winter,10.9,922
382068,S,USNM_10_02_19_morph_R0010290_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,41.874,winter,10.9,922
382069,S,USNM_10_02_19_morph_R0010293_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,39.474,winter,10.9,922
382070,S,USNM_10_02_19_morph_R0010297_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,40.146,winter,10.9,922
382071,S,USNM_10_02_19_morph_R0010284_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,38.748,winter,10.9,922
382072,S,USNM_10_02_19_morph_R0010284_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,39.102,winter,10.9,922
382073,U,USNM_10_02_19_morph_R0010293_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,42.344,winter,10.9,922
382074,U,USNM_10_02_19_morph_R0010305_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,39.237,winter,10.9,922
382075,U,USNM_10_02_19_morph_R0010297_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,39.861,winter,10.9,922
382076,S,USNM_10_02_19_morph_R0010290_10.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,42.365,winter,10.9,922
382077,S,USNM_10_02_19_morph_R0010307_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,40.829,winter,10.9,922
382078,S,USNM_10_02_19_morph_R0010282_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,40.779,winter,10.9,922
382079,S,USNM_10_02_19_morph_R0010284_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,40.515,winter,10.9,922
382080,S,USNM_10_02_19_morph_R0010301_02_2.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,41.248,winter,10.9,922
382081,S,USNM_10_02_19_morph_R0010290_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,44.538,winter,10.9,922
382082,U,USNM_10_02_19_morph_R0010286_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,43.351,winter,10.9,922
382083,S,USNM_10_02_19_morph_R0010293_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,40.168,winter,10.9,922
382084,S,USNM_10_02_19_morph_R0010288_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,41.204,winter,10.9,922
382085,S,USNM_10_02_19_morph_R0010286_01_2.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,40.058,winter,10.9,922
382086,S,USNM_10_02_19_morph_R0010284_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,40.813,winter,10.9,922
382087,S,USNM_10_02_19_morph_R0010286_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,39.954,winter,10.9,922
382088,S,USNM_10_02_19_morph_R0010290_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,39.008,winter,10.9,922
382090,S,USNM_10_02_19_morph_R0010299_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010300,42.976,winter,10.9,922
382091,U,USNM_10_02_19_morph_R0010280_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,41.701,winter,10.9,922
382092,S,USNM_10_02_19_morph_R0010307_03_2.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,41.928,winter,10.9,922
382093,S,USNM_10_02_19_morph_R0010299_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010300,39.184,winter,10.9,922
382094,U,USNM_10_02_19_morph_R0010288_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,41.836,winter,10.9,922
382095,S,USNM_10_02_19_morph_R0010284_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,41.103,winter,10.9,922
382096,S,USNM_10_02_19_morph_R0010280_01_2.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,36.221,winter,10.9,922
382097,S,USNM_10_02_19_morph_R0010293_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,41.432,winter,10.9,922
382098,S,USNM_10_02_19_morph_R0010297_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,39.273,winter,10.9,922
382099,S,USNM_10_02_19_morph_R0010301_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,48.198,winter,10.9,922
382100,S,USNM_10_02_19_morph_R0010282_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,42.871,winter,10.9,922
382101,S,USNM_10_02_19_morph_R0010303_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,44.103,winter,10.9,922
382102,S,USNM_10_02_19_morph_R0010282_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,43.96,winter,10.9,922
382103,S,USNM_10_02_19_morph_R0010282_10.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,41.637,winter,10.9,922
382104,S,USNM_10_02_19_morph_R0010307_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,42.312,winter,10.9,922
382105,S,USNM_10_02_19_morph_R0010303_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,41.432,winter,10.9,922
382106,S,USNM_10_02_19_morph_R0010297_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,40.572,winter,10.9,922
382107,S,USNM_10_02_19_morph_R0010286_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,47.174,winter,10.9,922
382108,S,USNM_10_02_19_morph_R0010286_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,40.152,winter,10.9,922
382109,S,USNM_10_02_19_morph_R0010290_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,43.269,winter,10.9,922
382110,S,USNM_10_02_19_morph_R0010307_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,38.671,winter,10.9,922
382111,U,USNM_10_02_19_morph_R0010305_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,40.563,winter,10.9,922
382112,S,USNM_10_02_19_morph_R0010307_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,42.001,winter,10.9,922
382113,S,USNM_10_02_19_morph_R0010280_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,NA,winter,10.9,922
382114,S,USNM_10_02_19_morph_R0010307_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,39.029,winter,10.9,922
382115,S,USNM_10_02_19_morph_R0010303_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,39.71,winter,10.9,922
382116,S,USNM_10_02_19_morph_R0010282_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,40.068,winter,10.9,922
382117,S,USNM_10_02_19_morph_R0010280_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,39.657,winter,10.9,922
382118,S,USNM_10_02_19_morph_R0010303_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,43.808,winter,10.9,922
382119,S,USNM_10_02_19_morph_R0010284_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010285,41.609,winter,10.9,922
382120,S,USNM_10_02_19_morph_R0010301_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,48.865,winter,10.9,922
382121,S,USNM_10_02_19_morph_R0010303_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,39.513,winter,10.9,922
382122,S,USNM_10_02_19_morph_R0010297_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,42.098,winter,10.9,922
382123,S,USNM_10_02_19_morph_R0010301_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,44.52,winter,10.9,922
382124,S,USNM_10_02_19_morph_R0010282_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,41.539,winter,10.9,922
382125,S,USNM_10_02_19_morph_R0010290_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,43.607,winter,10.9,922
382126,U,USNM_10_02_19_morph_R0010293_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,43.607,winter,10.9,922
382127,S,USNM_10_02_19_morph_R0010286_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,41.949,winter,10.9,922
382128,S,USNM_10_02_19_morph_R0010307_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,41.518,winter,10.9,922
382129,S,USNM_10_02_19_morph_R0010305_09.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,40.084,winter,10.9,922
382130,S,USNM_10_02_19_morph_R0010288_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,44.235,winter,10.9,922
382131,U,NA,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010300,43.988,winter,10.9,922
382132,S,USNM_10_02_19_morph_R0010299_08.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010300,43.04,winter,10.9,922
382133,S,USNM_10_02_19_morph_R0010307_04.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010308,43.326,winter,10.9,922
382134,S,USNM_10_02_19_morph_R0010301_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010302,43.327,winter,10.9,922
382135,S,USNM_10_02_19_morph_R0010305_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,46.027,winter,10.9,922
382136,S,USNM_10_02_19_morph_R0010286_01_3.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,40.968,winter,10.9,922
382137,U,USNM_10_02_19_morph_R0010297_03.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010298,44.05,winter,10.9,922
382138,S,USNM_10_02_19_morph_R0010303_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010304,43.912,winter,10.9,922
382139,S,USNM_10_02_19_morph_R0010288_10.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010289,42.979,winter,10.9,922
382140,S,USNM_10_02_19_morph_R0010286_05.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010287,41.488,winter,10.9,922
382141,S,USNM_10_02_19_morph_R0010293_02_2.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010296,41.864,winter,10.9,922
382142,U,USNM_10_02_19_morph_R0010290_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010291,41.901,winter,10.9,922
382143,S,USNM_10_02_19_morph_R0010305_06.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010306,47.022,winter,10.9,922
382144,U,USNM_10_02_19_morph_R0010299_07.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010300,43.554,winter,10.9,922
382145,S,USNM_10_02_19_morph_R0010280_02.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010281,NA,winter,10.9,922
382146,S,USNM_10_02_19_morph_R0010282_01.jpg,USNM,1/9/65,1965,1,9,Maryland,Frederick,Cunningham Falls State Park,39.6306,-77.4714,MD_1,Northern,Plethodon,cinereus,R0010283,45.749,winter,10.9,922
